,Year,Kilometers_Driven,Owner_Type,Seats,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
1668,2012,55005,1,5.0,2.75,Ford,20.0,1399,68,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1669,2011,81650,1,5.0,7.5,Volkswagen,18.33,1968,167.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1670,2010,160000,2,5.0,2.5,Fiat,19.0,1248,93,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1671,2015,169000,1,7.0,5.0,Mahindra,14.95,2489,93.7,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1672,2013,67263,1,5.0,3.6,Maruti,18.9,998,67.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1673,2012,44223,1,5.0,3.99,Toyota,17.6,1496,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1674,2015,36840,1,5.0,5.64,Hyundai,18.9,1197,82,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1675,2014,160000,1,8.0,12.0,Toyota,12.99,2494,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1676,2008,133000,1,5.0,0.7,Tata,16.8,1405,62,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1677,2015,69123,1,5.0,19.0,BMW,18.88,1995,184,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1678,2017,38000,1,7.0,30.48,Ford,10.91,3198,197,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1679,2017,5500,1,5.0,8.2,Maruti,21.56,1462,103.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1680,2015,1001,1,5.0,7.55,Ford,25.83,1498,99,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1681,2007,59000,3,5.0,0.99,Chevrolet,15.26,1150,74.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1682,2011,78256,1,5.0,4.15,Honda,16.8,1497,118,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1683,2016,90000,1,5.0,6.2,Nissan,16.95,1498,97.6,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1684,2016,18000,1,5.0,4.4,Maruti,19.1,1197,85.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1685,2012,60000,1,5.0,2.1,Ford,20.0,1399,68,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1686,2011,130000,1,5.0,2.2,Fiat,20.3,1248,75,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1687,2018,32851,1,5.0,8.34,Hyundai,18.6,1197,81.86,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1688,2014,32000,1,5.0,4.35,Maruti,23.4,1248,74,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1689,2014,62700,1,5.0,6.8,Ford,22.7,1498,89.84,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1690,2010,71000,1,5.0,3.3,Maruti,19.3,1248,73.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1691,2016,19947,1,5.0,5.04,Hyundai,18.9,1197,82,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1692,2012,91000,1,7.0,9.2,Ford,11.4,2953,153.86,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1693,2014,74000,1,5.0,5.7,Volkswagen,22.07,1199,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1694,2018,55594,1,7.0,8.48,Mahindra,18.49,1493,100,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1695,2013,58000,1,4.0,48.0,BMW,11.2,2993,306,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1696,2012,110224,1,5.0,6.1,Renault,19.01,1461,108.45,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1697,2010,21002,1,5.0,2.75,Maruti,22.5,998,67.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1698,2017,121000,1,7.0,8.0,Maruti,24.52,1248,88.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1699,2010,73513,1,5.0,1.85,Maruti,19.7,796,46.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1700,2015,34000,1,5.0,3.85,Maruti,20.51,998,67,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1701,2017,28371,1,7.0,4.74,Maruti,15.1,1196,73,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1702,2013,74755,1,5.0,5.63,Renault,19.6,1461,108.45,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1703,2011,25805,1,5.0,2.62,Maruti,18.2,1061,64,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1704,2015,82603,1,5.0,4.9,Renault,13.06,1598,102.53,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1705,2006,110000,1,5.0,2.65,Honda,13.5,1799,130,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1706,2012,88000,1,7.0,5.99,Mahindra,16.0,2179,140,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1707,2011,110000,2,5.0,2.4,Mahindra,21.0,1461,64.1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1708,2017,15000,1,5.0,4.25,Renault,21.7,999,67,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1709,2013,70000,1,5.0,40.0,Porsche,15.15,2967,240,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1710,2008,150000,2,5.0,2.7,Maruti,28.4,1248,74,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1711,2016,19000,1,5.0,2.99,Datsun,20.63,1198,67,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1712,2011,37442,1,5.0,3.4,Hyundai,18.5,1197,80,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1713,2016,63111,2,5.0,30.8,BMW,18.12,1995,190,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1714,2012,88000,1,7.0,5.85,Maruti,20.77,1248,88.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1715,2014,42355,1,5.0,4.0,Hyundai,18.9,1197,82,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1716,2011,75871,1,5.0,14.12,BMW,9.43,2996,254,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1717,2011,65000,1,5.0,4.55,Chevrolet,17.9,1998,163.7,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1718,2015,69000,1,5.0,38.0,Mercedes-Benz,0.0,2987,165,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1719,2011,79232,1,5.0,2.9,Maruti,21.1,1248,73.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1720,2007,220000,2,5.0,6.0,Mercedes-Benz,11.74,1796,186,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1721,2016,28470,1,5.0,6.95,Hyundai,18.6,1197,81.83,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1722,2014,9759,1,5.0,2.75,Hyundai,20.3,998,68.05,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1723,2014,75216,1,5.0,5.1,Maruti,22.9,1248,74,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1724,2017,8000,1,5.0,6.75,Hyundai,18.6,1197,81.83,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1725,2014,59451,1,5.0,3.69,Maruti,18.5,1197,85.80,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1726,2013,53996,1,5.0,5.45,Maruti,22.9,1248,74,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1727,2018,15135,1,5.0,9.29,Honda,17.5,1199,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1728,2015,53000,2,5.0,4.0,Hyundai,16.9,1197,81.86,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1729,2013,40000,1,5.0,2.9,Honda,18.0,1198,86.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1730,2013,21107,1,5.0,5.25,Hyundai,17.1,1591,121.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1731,2014,56000,1,5.0,5.75,Honda,16.8,1497,116.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1732,2017,19623,1,5.0,13.12,Hyundai,15.29,1591,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1733,2014,70963,1,7.0,7.83,Mahindra,15.1,2179,140,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1734,2013,25755,1,5.0,3.15,Maruti,26.6,998,58.16,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1735,2013,51450,1,7.0,10.4,Toyota,12.8,2494,102,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1736,2012,75000,1,5.0,4.35,Maruti,22.9,1248,74,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1737,2017,37832,1,5.0,5.23,Maruti,22.5,998,67,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1738,2016,43041,1,5.0,6.01,Hyundai,18.9,1197,81.86,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1739,2014,97236,1,5.0,4.4,Honda,25.8,1498,98.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1740,2010,83000,1,5.0,12.75,BMW,16.07,1995,181,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1741,2011,65000,1,5.0,2.4,Ford,15.6,1196,70,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1742,2018,46007,1,5.0,5.71,Volkswagen,17.0,1198,73.75,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1743,2015,65925,2,5.0,5.49,Ford,22.7,1498,89.84,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1744,2004,73500,2,5.0,1.3,Honda,13.0,1343,90,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1745,2014,55000,1,7.0,8.5,Mahindra,16.0,2179,140,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1746,2012,115000,1,7.0,12.99,Toyota,13.0,2982,168.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1747,2017,31184,1,5.0,5.0,Hyundai,18.9,1197,81.86,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1748,2017,41747,1,5.0,9.0,Maruti,28.4,1248,73.75,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1749,2016,38143,1,5.0,5.22,Maruti,22.9,1248,74,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1750,2012,19030,1,5.0,3.8,Volkswagen,16.47,1198,73.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1751,2019,20877,1,5.0,7.27,Toyota,18.16,1197,78.9,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1752,2016,23555,1,5.0,5.1,Maruti,22.0,1197,81.80,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1753,2013,29000,1,5.0,29.0,Mercedes-Benz,14.21,2143,203,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1754,2013,61000,1,5.0,2.9,Maruti,18.9,998,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1755,2012,4187,1,4.0,1.38,Tata,26.0,624,35,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1756,2011,46000,1,5.0,5.5,Skoda,13.4,1798,157.8,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1757,2016,28000,1,5.0,7.25,Volkswagen,17.21,1197,103.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1758,2014,83558,1,5.0,6.98,Hyundai,22.32,1582,126.32,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1759,2017,40000,1,5.0,5.25,Tata,22.95,1248,74,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1760,2013,36000,1,5.0,1.95,Hyundai,21.1,814,55.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1761,2014,21000,1,5.0,24.5,Audi,17.11,1968,174.33,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1762,2013,62162,1,7.0,8.31,Toyota,12.99,2494,100,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1763,2012,83000,1,5.0,36.0,Mercedes-Benz,11.74,2987,254.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1764,2015,58000,1,5.0,5.5,Hyundai,24.4,1120,71,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1765,2011,62332,1,5.0,5.89,Honda,11.7,2354,177.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1766,2016,50867,1,5.0,7.95,Volkswagen,20.34,1498,103.2,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1767,2010,73000,1,5.0,2.75,Hyundai,17.0,1197,80,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1768,2012,98008,1,5.0,6.25,Hyundai,22.7,1582,126.24,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1769,2015,36000,1,5.0,4.95,Ford,20.0,1399,68.05,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1770,2019,27339,1,5.0,6.27,Hyundai,18.6,1197,81.83,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1771,2017,25000,1,5.0,8.65,Hyundai,23.9,1582,126.2,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1772,2014,37000,1,5.0,3.5,Hyundai,18.9,1197,82,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1773,2015,56000,1,5.0,35.0,Audi,14.16,1968,174.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1774,2015,27000,1,5.0,4.45,Maruti,17.5,1298,85.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1775,2012,37000,1,5.0,2.65,Hyundai,18.5,1197,80,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1776,2017,10500,1,5.0,4.7,Mahindra,25.32,1198,77,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1777,2014,49000,1,5.0,8.9,Hyundai,18.23,1582,126.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1778,2017,7000,1,5.0,17.45,Jeep,17.1,1956,170,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1779,2017,71256,1,5.0,9.58,Maruti,24.3,1248,88.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1780,2012,83184,1,5.0,6.22,Toyota,14.28,1798,138.03,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1781,2013,87284,1,7.0,7.8,Mahindra,15.1,2179,140,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1782,2016,7000,1,5.0,27.75,BMW,20.68,1995,190,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1783,2015,29000,2,5.0,7.0,Hyundai,22.54,1396,88.73,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1784,2017,33552,1,5.0,64.87,Mercedes-Benz,11.57,2987,254.79,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1785,2013,64000,2,5.0,6.5,Chevrolet,17.3,1998,163.7,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1786,2011,82000,2,5.0,2.7,Hyundai,18.5,1197,80,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1787,2012,70000,2,5.0,2.5,Honda,19.4,1198,86.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1788,2013,166194,1,7.0,3.9,Nissan,19.3,1461,84.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1789,2015,58000,1,5.0,3.95,Volkswagen,16.47,1198,73.9,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1790,2010,77000,2,5.0,2.1,Hyundai,20.36,1197,78.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1791,2009,73204,3,4.0,3.5,Chevrolet,18.1,1991,147.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1792,2007,70000,2,5.0,2.0,Hyundai,19.81,1086,68.05,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1793,2014,79870,1,7.0,5.35,Maruti,20.77,1248,88.76,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1794,2013,90000,1,5.0,3.8,Honda,25.8,1498,98.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1795,2016,17000,1,5.0,17.25,Mercedes-Benz,15.5,1595,122,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1796,2018,46493,1,5.0,5.53,Hyundai,18.9,1197,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1797,2009,68000,3,5.0,1.95,Hyundai,20.36,1197,78.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1798,2017,2000,1,5.0,8.2,Maruti,28.4,1248,74,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1799,1999,140000,1,5.0,0.9,Honda,13.0,1343,90,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1800,2013,255000,3,7.0,6.5,Toyota,12.99,2494,100.6,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1801,2014,45535,1,5.0,19.41,Mini,23.8,1998,112,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1802,2016,39228,1,5.0,6.58,Fiat,15.7,1368,112.4,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1803,2011,57000,2,5.0,2.1,Chevrolet,14.49,1399,92.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1804,2008,85445,2,5.0,2.0,Hyundai,19.81,1086,68.05,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1805,2015,54000,1,5.0,3.7,Hyundai,24.4,1120,71,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1806,2014,53000,1,5.0,3.8,Maruti,23.1,998,67.04,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1807,2014,60000,1,5.0,3.25,Hyundai,20.36,1197,78.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1808,2015,65668,1,5.0,5.53,Renault,19.87,1461,83.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1809,2011,100000,2,5.0,10.9,BMW,22.69,1995,190,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1810,2018,1800,1,5.0,5.1,Hyundai,18.9,1197,82,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1811,2009,44200,2,5.0,1.6,Chevrolet,18.0,995,62,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1812,2018,14000,1,5.0,11.25,Honda,17.4,1497,117.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1813,2013,720000,1,5.0,5.9,Volkswagen,20.54,1598,103.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1814,2012,73000,1,7.0,14.4,Toyota,11.5,2982,169,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1815,2011,68000,1,5.0,3.6,Honda,17.0,1497,118,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1816,2017,19543,1,5.0,40.5,BMW,18.12,1995,190,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1817,2014,38000,2,5.0,38.95,Audi,14.16,1968,174.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1818,2014,32805,1,5.0,3.6,Maruti,23.2,1248,73.94,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1819,2016,44782,1,5.0,7.12,Volkswagen,21.21,1498,103.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1820,2016,55700,1,5.0,7.52,Honda,26.0,1498,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1821,2012,60000,2,5.0,10.35,Audi,15.2,1968,140.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1822,2014,56000,1,5.0,7.0,Skoda,15.0,1598,103.52,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1823,2011,60000,1,7.0,10.85,Toyota,11.5,2982,171,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1824,2010,78563,1,5.0,2.35,Chevrolet,16.52,1991,123.7,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1825,2014,34669,1,7.0,2.9,Maruti,15.1,1196,73,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1826,2017,17000,1,5.0,7.65,Maruti,20.73,1373,91.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1827,2016,66000,1,5.0,6.4,Maruti,28.09,1248,88.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1828,2014,102418,1,7.0,10.1,Toyota,12.99,2494,100.6,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1829,2014,48800,1,5.0,4.25,Maruti,19.1,1197,85.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1830,2019,10601,1,7.0,19.65,Toyota,11.36,2755,171.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1831,2017,8200,1,5.0,4.4,Tata,25.0,1396,69,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1832,2012,100000,1,5.0,3.25,Hyundai,18.5,1197,82.85,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1833,2012,78000,1,5.0,2.8,Ford,17.8,1399,68,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1834,2015,50000,1,8.0,4.3,Chevrolet,18.2,1248,73.74,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1835,2006,89327,3,5.0,1.55,Ford,17.8,1399,68,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1836,2007,98000,2,5.0,4.7,Honda,10.8,2354,152,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1837,2017,24700,1,5.0,7.07,Honda,18.7,1199,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1838,2018,6000,1,7.0,79.0,Mercedes-Benz,11.0,2987,258,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1839,2018,9434,1,5.0,5.75,Hyundai,18.9,1197,81.86,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1840,2012,29000,1,5.0,3.25,Maruti,18.5,1197,85.80,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1841,2017,22440,1,5.0,8.89,Volkswagen,22.0,1498,108.495,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1842,2015,73070,1,5.0,5.9,Honda,17.4,1497,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1843,2016,21771,1,5.0,4.95,Honda,18.7,1199,88.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1844,2014,62000,1,5.0,3.75,Maruti,17.8,1248,75,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1845,2017,37024,1,5.0,10.97,Hyundai,17.01,1582,126.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1846,2014,60336,2,5.0,24.94,Audi,14.4,2967,241.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1847,2014,26008,1,5.0,1.97,Hyundai,21.1,814,55.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1848,2010,90000,2,5.0,1.4,Ford,20.0,1399,68,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1849,2018,35569,1,5.0,7.27,Volkswagen,17.0,1198,73.75,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1850,2013,40000,1,5.0,4.0,Renault,21.64,1461,84.8,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1851,2015,45000,1,5.0,4.75,Honda,18.7,1199,88.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1852,2015,42000,1,5.0,5.1,Hyundai,17.0,1197,80,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1853,2012,46913,1,5.0,16.11,Audi,14.94,2967,241.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1854,2014,62000,1,7.0,10.55,Mahindra,11.18,2696,184,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1855,2017,15000,1,7.0,30.0,Toyota,12.9,2755,174.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1856,2002,69000,1,5.0,1.6,Skoda,18.7,1896,66,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1857,2012,41367,1,5.0,18.49,Mercedes-Benz,15.8,2148,170,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1858,2018,15982,1,5.0,9.96,Maruti,20.73,1373,91.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1859,2013,99595,2,5.0,4.75,Maruti,22.9,1248,74,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1860,2002,63000,3,10.0,3.65,Toyota,13.1,2446,75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1861,2012,49000,2,5.0,15.5,BMW,16.73,2495,218,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1862,2013,48272,1,6.0,11.82,Mitsubishi,10.5,2835,116.9,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1863,2008,63000,1,5.0,2.05,Toyota,13.4,1794,125,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1864,2016,77000,1,5.0,3.3,Maruti,26.6,998,58.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1865,2013,11734,1,8.0,2.25,Maruti,16.8,796,34.2,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1866,2014,62012,1,5.0,20.12,Audi,17.68,1968,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1867,2017,46000,1,5.0,4.95,Hyundai,25.0,1197,81.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1868,2016,45449,1,5.0,7.48,Honda,27.3,1498,98.6,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1869,2004,85000,2,5.0,5.5,Mercedes-Benz,10.5,1796,157.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1870,2013,45330,1,5.0,13.19,Audi,16.55,1968,147.51,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1871,2012,88000,1,5.0,3.85,Maruti,19.1,1197,85.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1872,2016,45376,1,5.0,5.75,Maruti,28.4,1248,73.75,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1873,2014,81000,1,7.0,9.0,Mahindra,15.1,2179,140,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1874,2012,83381,1,5.0,2.21,Chevrolet,18.6,1199,79.4,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1875,2017,78526,1,5.0,8.09,Ford,23.0,1498,98.96,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1876,2017,27313,1,5.0,48.63,BMW,14.69,2993,258,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1877,2015,42747,2,5.0,39.47,Audi,14.16,1968,174.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1878,2015,42265,2,5.0,22.24,BMW,20.68,1995,190,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1879,2009,21000,1,5.0,2.6,Hyundai,19.2,1197,80,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1880,2016,55100,1,5.0,12.0,Hyundai,17.01,1582,126.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1881,2014,70000,1,5.0,18.0,Audi,17.11,1968,174.33,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1882,2007,55000,3,5.0,9.99,Mercedes-Benz,10.13,3498,364.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1883,2012,58235,1,5.0,2.45,Hyundai,20.36,1197,78.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1884,2017,26000,1,5.0,8.99,Ford,23.0,1498,98.96,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1885,2011,35000,1,5.0,3.15,Volkswagen,20.54,1598,103.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1886,2017,24000,1,5.0,8.2,Maruti,28.4,1248,73.75,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1887,2016,98000,1,7.0,11.5,Mahindra,15.4,1997,120,0,0,0,0,0,0,0,0,0,0,1,0,0,1
